,flops,loss,acc1,acc5,algo,model
0,1.9577302932739258,1.2021973368113603,74.65835726359951,92.20789800615059,ToMe,DeiT-B-16
0,2.2219066619873047,1.0895220960785703,76.25099285146942,93.31174517830594,ToMe,DeiT-B-16
0,2.5374321937561035,1.0202165107901504,77.42204843078552,93.83108287000265,ToMe,DeiT-B-16
0,2.916064739227295,0.9647393643371458,78.41795482780391,94.34431070650292,ToMe,DeiT-B-16
0,3.3725814819335938,0.9223531128429785,79.2203824769353,94.70886539989002,ToMe,DeiT-B-16
0,3.925678014755249,0.8923623858670878,79.72750045823913,94.87994134539011,ToMe,DeiT-B-16
0,1.2538306713104248,1.213859633943899,72.28977006578278,91.2303211747215,baseline,DeiT-B-16
0,0.533724308013916,1.6348200997685998,63.98240361703428,85.98806541618298,DiffRate,DeiT-B-16
0,0.6122757196426392,1.4975532218208158,66.64222724588095,87.70900796317794,DiffRate,DeiT-B-16
0,0.6943710446357727,1.405756684459322,68.5322091199772,88.86173397690474,DiffRate,DeiT-B-16
0,0.8015842437744141,1.3343179951596067,69.93136595996008,89.74562636198856,DiffRate,DeiT-B-16
0,0.923849880695343,1.2824962875707362,70.9904075273416,90.30976965845909,DiffRate,DeiT-B-16
0,1.0805875062942505,1.2416049309862338,71.69711411172888,90.85762000773914,DiffRate,DeiT-B-16
0,0.5303614139556885,1.6093085238604041,65.15142257795156,86.78438321011792,PiToMe,DeiT-B-16
0,0.6005996465682983,1.457908630613389,67.93547992912568,88.65807213702368,PiToMe,DeiT-B-16
0,0.6850678324699402,1.3727806543673926,69.49145638581699,89.56640394289322,PiToMe,DeiT-B-16
0,0.7873015999794006,1.3073191932304118,70.74194008268671,90.22626830410786,PiToMe,DeiT-B-16
0,0.9118747711181641,1.263055593744526,71.53825787662166,90.70691024622717,PiToMe,DeiT-B-16
0,1.0647594928741455,1.23220609964394,72.03111952913383,91.01443962444756,PiToMe,DeiT-B-16
0,0.5303614139556885,1.757154422804592,63.07203519276593,85.63980366998635,ToMe,DeiT-B-16
0,0.6005996465682983,1.5908446491249209,65.75426162399951,87.4136982953504,ToMe,DeiT-B-16
0,0.6850678324699402,1.4617368460186129,67.69312233966721,88.6621453738213,ToMe,DeiT-B-16
0,0.7873015999794006,1.3681177544157679,69.60347039775158,89.67027148123256,ToMe,DeiT-B-16
0,0.9118747711181641,1.294204564840813,70.78878230585936,90.32402598725076,ToMe,DeiT-B-16
0,1.0647594928741455,1.2421309566352425,71.76839575568725,90.87187633653082,ToMe,DeiT-B-16
